X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,y
1.8913180575778947,0.42734385156834964,-1.3285947197903603,-0.1469343241720021,-1.3562726222894836,-0.36696288245471353,0.1919582690535392,1.38299246214861,-1.0648114159463054,-0.27085037201296935,-1.0
2.7610263400927,0.6004489968531993,1.3111656017832602,0.9766030967009536,-0.11866020714668202,-0.44489003206579825,-1.0978699056692558,-0.4263503354733373,-0.27402430217263796,-0.10686696584008179,-1.0
1.0883152620444825,-2.9813720102953187,-1.1545960244224203,-0.034820273612600414,0.2651986126736261,-0.4033118090596894,-0.8410776797550658,1.0309700854433526,0.40360427718014635,0.1645698437604064,-1.0
-0.49907917898835136,0.8270534087506513,-3.1262014778425167,0.27448201003667777,0.8101330770396797,0.7581609883470455,-0.7181271989604959,-1.3808708602189363,-0.5076599953702235,0.08387787794229151,-1.0
-0.8853391634703187,0.6123282158263884,-0.1626137919796959,0.2677460632728882,-1.4126522197155085,-0.4442410951083831,-1.2625016163321057,1.5032956658821608,0.6110239048058895,-0.46339148179991063,-1.0
-0.2613438324362875,1.8707575050517422,0.6762051767091675,-0.3888108413167105,-1.0406956119909854,-2.4245372136115546,0.4552400012675217,-0.41991171271948524,2.0087494775280383,0.6389307233079471,1.0
-0.3146655893644442,-0.05315069110153866,-0.10813086284113078,-0.8942368538344031,-0.2720023341514361,1.1744161580630894,-0.5152111015498315,-1.5052091076905638,-1.397262480085536,-0.051160282458050606,-1.0
-0.04123933289929003,-0.23544136491620166,-1.275676937904018,0.17745019019184996,-0.19884866036459786,0.8698195668632789,0.4150623414301739,-1.1867894157708563,-1.2666206636767718,1.5865522075844394,-1.0
0.06109867445315282,-0.17709480783116932,-0.5854320046990418,-0.43853478914989164,0.017596208087779622,1.3314624931483914,1.5840754960073642,-0.32366376118626944,2.341121656314164,-0.6135570102088032,1.0
0.9249237208164456,-0.22378145976569697,0.8911208775592452,0.14515603874584848,0.24481530416376837,0.37761266290154943,2.0296990294590396,0.632407654508836,0.35894321536386065,0.4496875743410151,1.0
-0.3058456381968606,1.1094085352872172,0.487280526441328,-0.3038508142522052,-1.4573172171227207,-0.9205236722552322,0.6826651457213841,-0.3554729204086536,0.3927389098902804,-0.381076262596447,-1.0
-1.7063821381304392,-0.16025546299187157,-1.616970623940863,0.6162632998818904,2.406586589041261,0.31520241392049125,1.2607895821103319,0.3310032839592713,-1.3002210324103771,0.5527735505552229,-1.0
-0.764560164488458,-1.6030761078407625,0.28260444211945585,0.1884255970445537,-1.1052546107779457,-0.025625211064205077,-1.4617702502101675,2.306931174653565,0.10141080538660231,-0.5887804454484873,-1.0
-0.04822892923112878,0.7604926961694113,0.7126061599727918,-1.1288833052779912,0.38876229746948937,-0.21758284536034633,1.4924032424076579,-0.12038892268688538,-0.4008507389146155,-0.49988652990311533,-1.0
-0.9092680951666027,-1.4348452730682042,-1.2464062323429321,0.49058325383634566,-0.45848774516887175,-1.7624422255343315,-1.2848756773882213,0.1869234525327702,1.668062350073039,1.4857335411021304,1.0
